area_code,date_code,years_to_live,sex,age,simd_quintiles,urban_rural_classification
S16000087,2016-2018,38.23,Male,40-44 years,All,All
S16000087,2016-2018,21.12,Male,60-64 years,All,All
S16000089,2016-2018,57.26,Male,20-24 years,All,All
S16000089,2016-2018,52.55,Male,25-29 years,All,All
S16000090,2016-2018,22.37,Male,60-64 years,All,All
S16000090,2016-2018,26.71,Male,55-59 years,All,All
S16000084,2016-2018,72.93,Male,5-9 years,All,All
S16000090,2016-2018,14.67,Male,70-74 years,All,All
S16000090,2016-2018,35.58,Male,45-49 years,All,All
S16000090,2016-2018,78.6,Male,0 years,All,All
S16000090,2016-2018,18.34,Male,65-69 years,All,All
S16000091,2016-2018,9.94,Male,75-79 years,All,All
S16000091,2016-2018,16.46,Male,65-69 years,All,All
S16000091,2016-2018,3.73,Male,90 years,All,All
S16000091,2016-2018,5.27,Male,85-89 years,All,All
S16000091,2016-2018,32.43,Male,45-49 years,All,All
S16000091,2016-2018,24.12,Male,55-59 years,All,All
S16000091,2016-2018,13.06,Male,70-74 years,All,All
S16000091,2016-2018,28.24,Male,50-54 years,All,All
S16000097,2016-2018,18.62,Male,65-69 years,All,All
S16000097,2016-2018,11.21,Male,75-79 years,All,All
S16000097,2016-2018,7.91,Male,80-84 years,All,All
S16000097,2016-2018,14.7,Male,70-74 years,All,All
S16000097,2016-2018,73.64,Male,5-9 years,All,All
S16000097,2016-2018,77.56,Male,1-4 years,All,All
S16000097,2016-2018,58.91,Male,20-24 years,All,All
S16000097,2016-2018,54.14,Male,25-29 years,All,All
S16000100,2016-2018,11.04,Male,75-79 years,All,All
S16000100,2016-2018,39.97,Male,40-44 years,All,All
S16000100,2016-2018,78.26,Male,0 years,All,All
S16000100,2016-2018,77.57,Male,1-4 years,All,All
S16000100,2016-2018,8.12,Male,80-84 years,All,All
S16000097,2016-2018,22.74,Male,60-64 years,All,All
S16000100,2016-2018,22.07,Male,60-64 years,All,All
S16000100,2016-2018,5.75,Male,85-89 years,All,All
S16000099,2016-2018,28.31,Male,50-54 years,All,All
S16000099,2016-2018,54.75,Male,20-24 years,All,All
S16000099,2016-2018,45.17,Male,30-34 years,All,All
S16000099,2016-2018,24.18,Male,55-59 years,All,All
S16000099,2016-2018,69.71,Male,5-9 years,All,All
S16000100,2016-2018,73.63,Male,5-9 years,All,All
S16000099,2016-2018,59.71,Male,15-19 years,All,All
S16000099,2016-2018,49.91,Male,25-29 years,All,All
S16000097,2016-2018,63.75,Male,15-19 years,All,All
S16000097,2016-2018,3.49,Male,90 years,All,All
S16000097,2016-2018,68.7,Male,10-14 years,All,All
S16000097,2016-2018,5.49,Male,85-89 years,All,All
S16000099,2016-2018,32.38,Male,45-49 years,All,All
S16000099,2016-2018,64.71,Male,10-14 years,All,All
S16000100,2016-2018,3.91,Male,90 years,All,All
S16000083,2016-2018,38.95,Male,40-44 years,All,All
S16000083,2016-2018,34.48,Male,45-49 years,All,All
S16000083,2016-2018,43.56,Male,35-39 years,All,All
S16000083,2016-2018,48.33,Male,30-34 years,All,All
S16000083,2016-2018,52.65,Male,25-29 years,All,All
S16000083,2016-2018,57.54,Male,20-24 years,All,All
S16000083,2016-2018,62.35,Male,15-19 years,All,All
S16000083,2016-2018,76.18,Male,1-4 years,All,All
S16000084,2016-2018,77.77,Male,0 years,All,All
S16000084,2016-2018,76.93,Male,1-4 years,All,All
S16000084,2016-2018,26.43,Male,55-59 years,All,All
S16000084,2016-2018,30.68,Male,50-54 years,All,All
S16000083,2016-2018,30.08,Male,50-54 years,All,All
S16000083,2016-2018,25.76,Male,55-59 years,All,All
S16000083,2016-2018,3.74,Male,90 years,All,All
S16000097,2016-2018,36.04,Male,45-49 years,All,All
S16000097,2016-2018,40.28,Male,40-44 years,All,All
S16000100,2016-2018,44.6,Male,35-39 years,All,All
S16000097,2016-2018,26.98,Male,55-59 years,All,All
S16000100,2016-2018,18.11,Male,65-69 years,All,All
S16000100,2016-2018,14.39,Male,70-74 years,All,All
S16000097,2016-2018,31.52,Male,50-54 years,All,All
S16000097,2016-2018,49.37,Male,30-34 years,All,All
S16000083,2016-2018,72.28,Male,5-9 years,All,All
S16000100,2016-2018,30.8,Male,50-54 years,All,All
S16000083,2016-2018,77.18,Male,0 years,All,All
S16000083,2016-2018,67.28,Male,10-14 years,All,All
S16000100,2016-2018,35.31,Male,45-49 years,All,All
S16000100,2016-2018,26.38,Male,55-59 years,All,All
S16000097,2016-2018,44.63,Male,35-39 years,All,All
S16000098,2016-2018,36.64,Male,40-44 years,All,All
S16000098,2016-2018,40.71,Male,35-39 years,All,All
S16000098,2016-2018,45.06,Male,30-34 years,All,All
S16000098,2016-2018,59.49,Male,15-19 years,All,All
S16000098,2016-2018,73.43,Male,1-4 years,All,All
S16000098,2016-2018,69.49,Male,5-9 years,All,All
S16000098,2016-2018,64.49,Male,10-14 years,All,All
S16000085,2016-2018,3.49,Male,90 years,All,All
S16000086,2016-2018,76.94,Male,1-4 years,All,All
S16000098,2016-2018,49.7,Male,25-29 years,All,All
S16000098,2016-2018,54.54,Male,20-24 years,All,All
S16000100,2016-2018,68.63,Male,10-14 years,All,All
S16000100,2016-2018,49.26,Male,30-34 years,All,All
S16000100,2016-2018,53.98,Male,25-29 years,All,All
S16000100,2016-2018,63.63,Male,15-19 years,All,All
S16000101,2016-2018,77.36,Male,0 years,All,All
S16000101,2016-2018,76.49,Male,1-4 years,All,All
S16000100,2016-2018,58.83,Male,20-24 years,All,All
S16000098,2016-2018,14.09,Male,70-74 years,All,All
S16000098,2016-2018,8.09,Male,80-84 years,All,All
S16000098,2016-2018,5.68,Male,85-89 years,All,All
S16000098,2016-2018,10.79,Male,75-79 years,All,All
S16000098,2016-2018,32.84,Male,45-49 years,All,All
S16000098,2016-2018,24.91,Male,55-59 years,All,All
S16000098,2016-2018,21.05,Male,60-64 years,All,All
S16000098,2016-2018,28.87,Male,50-54 years,All,All
S16000097,2016-2018,78.08,Male,0 years,All,All
S16000098,2016-2018,17.48,Male,65-69 years,All,All
S16000086,2016-2018,72.94,Male,5-9 years,All,All
S16000098,2016-2018,74.24,Male,0 years,All,All
S16000096,2016-2018,3.68,Male,90 years,All,All
S16000098,2016-2018,3.74,Male,90 years,All,All
S16000096,2016-2018,5.78,Male,85-89 years,All,All
S16000115,2016-2018,54.46,Male,20-24 years,All,All
S16000115,2016-2018,64.31,Male,10-14 years,All,All
S16000112,2016-2018,25.84,Male,55-59 years,All,All
S16000115,2016-2018,49.66,Male,25-29 years,All,All
S16000112,2016-2018,63.53,Male,15-19 years,All,All
S16000112,2016-2018,58.67,Male,20-24 years,All,All
S16000115,2016-2018,69.31,Male,5-9 years,All,All
S16000115,2016-2018,59.31,Male,15-19 years,All,All
S16000112,2016-2018,21.7,Male,60-64 years,All,All
S16000112,2016-2018,30.34,Male,50-54 years,All,All
S16000112,2016-2018,68.48,Male,10-14 years,All,All
S16000108,2016-2018,50.63,Male,30-34 years,All,All
S16000109,2016-2018,80,Male,0 years,All,All
S16000109,2016-2018,65.22,Male,15-19 years,All,All
S16000108,2016-2018,55.51,Male,25-29 years,All,All
S16000107,2016-2018,8.93,Male,80-84 years,All,All
S16000107,2016-2018,12.17,Male,75-79 years,All,All
S16000109,2016-2018,79.17,Male,1-4 years,All,All
S16000106,2016-2018,57.17,Male,20-24 years,All,All
S16000102,2016-2018,31.5,Male,50-54 years,All,All
S16000102,2016-2018,36.11,Male,45-49 years,All,All
S16000108,2016-2018,18.41,Male,65-69 years,All,All
S16000102,2016-2018,22.67,Male,60-64 years,All,All
S16000109,2016-2018,70.22,Male,10-14 years,All,All
S16000109,2016-2018,75.22,Male,5-9 years,All,All
S16000102,2016-2018,27.07,Male,55-59 years,All,All
S16000102,2016-2018,45.3,Male,35-39 years,All,All
S16000106,2016-2018,76,Male,1-4 years,All,All
S16000109,2016-2018,46.13,Male,35-39 years,All,All
S16000106,2016-2018,72,Male,5-9 years,All,All
S16000106,2016-2018,76.58,Male,0 years,All,All
S16000109,2016-2018,41.44,Male,40-44 years,All,All
S16000109,2016-2018,27.67,Male,55-59 years,All,All
S16000109,2016-2018,60.27,Male,20-24 years,All,All
S16000109,2016-2018,36.56,Male,45-49 years,All,All
S16000106,2016-2018,47.53,Male,30-34 years,All,All
S16000106,2016-2018,52.4,Male,25-29 years,All,All
S16000107,2016-2018,6.75,Male,85-89 years,All,All
S16000106,2016-2018,37.99,Male,40-44 years,All,All
S16000106,2016-2018,62.17,Male,15-19 years,All,All
S16000106,2016-2018,67.1,Male,10-14 years,All,All
S16000106,2016-2018,42.76,Male,35-39 years,All,All
S16000108,2016-2018,14.79,Male,70-74 years,All,All
S16000108,2016-2018,3.74,Male,90 years,All,All
S16000108,2016-2018,5.59,Male,85-89 years,All,All
S16000108,2016-2018,31.75,Male,50-54 years,All,All
S16000108,2016-2018,45.75,Male,35-39 years,All,All
S16000108,2016-2018,79.67,Male,0 years,All,All
S16000108,2016-2018,22.67,Male,60-64 years,All,All
S16000108,2016-2018,27.23,Male,55-59 years,All,All
S16000133,2016-2018,32.65,Male,45-49 years,All,All
S16000133,2016-2018,13.24,Male,70-74 years,All,All
S16000133,2016-2018,5.8,Male,85-89 years,All,All
S16000133,2016-2018,28.56,Male,50-54 years,All,All
S16000108,2016-2018,8.33,Male,80-84 years,All,All
S16000108,2016-2018,11.2,Male,75-79 years,All,All
S16000133,2016-2018,4.06,Male,90 years,All,All
S16000111,2016-2018,54.33,Male,25-29 years,All,All
S16000111,2016-2018,77.98,Male,1-4 years,All,All
S16000111,2016-2018,49.68,Male,30-34 years,All,All
S16000111,2016-2018,59.1,Male,20-24 years,All,All
S16000111,2016-2018,45.02,Male,35-39 years,All,All
S16000111,2016-2018,36,Male,45-49 years,All,All
S16000111,2016-2018,73.98,Male,5-9 years,All,All
S16000111,2016-2018,40.59,Male,40-44 years,All,All
S16000108,2016-2018,40.9,Male,40-44 years,All,All
S16000108,2016-2018,65.26,Male,15-19 years,All,All
S16000108,2016-2018,60.45,Male,20-24 years,All,All
S16000108,2016-2018,36.33,Male,45-49 years,All,All
S16000108,2016-2018,79.2,Male,1-4 years,All,All
S16000108,2016-2018,70.26,Male,10-14 years,All,All
S16000108,2016-2018,75.2,Male,5-9 years,All,All
S16000109,2016-2018,14.99,Male,70-74 years,All,All
S16000106,2016-2018,16.85,Male,65-69 years,All,All
S16000109,2016-2018,32.18,Male,50-54 years,All,All
S16000109,2016-2018,11.65,Male,75-79 years,All,All
S16000106,2016-2018,33.28,Male,45-49 years,All,All
S16000106,2016-2018,24.62,Male,55-59 years,All,All
S16000106,2016-2018,13.06,Male,70-74 years,All,All
S16000106,2016-2018,28.81,Male,50-54 years,All,All
S16000111,2016-2018,68.98,Male,10-14 years,All,All
S16000111,2016-2018,63.98,Male,15-19 years,All,All
S16000109,2016-2018,23.26,Male,60-64 years,All,All
S16000111,2016-2018,78.72,Male,0 years,All,All
S16000109,2016-2018,50.67,Male,30-34 years,All,All
S16000109,2016-2018,55.43,Male,25-29 years,All,All
S16000109,2016-2018,18.98,Male,65-69 years,All,All
S16000106,2016-2018,5.39,Male,85-89 years,All,All
S16000109,2016-2018,8.49,Male,80-84 years,All,All
S16000109,2016-2018,3.7,Male,90 years,All,All
S16000106,2016-2018,20.64,Male,60-64 years,All,All
S16000109,2016-2018,5.86,Male,85-89 years,All,All
S16000106,2016-2018,7.57,Male,80-84 years,All,All
S16000106,2016-2018,10.13,Male,75-79 years,All,All
S16000106,2016-2018,3.76,Male,90 years,All,All
S12000010,2016-2018,18.29,Male,65-69 years,All,All
S12000010,2016-2018,78.07,Male,1-4 years,All,All
S12000010,2016-2018,45.08,Male,35-39 years,All,All
S12000010,2016-2018,35.87,Male,45-49 years,All,All
S12000010,2016-2018,11.07,Male,75-79 years,All,All
S12000010,2016-2018,14.55,Male,70-74 years,All,All
S12000010,2016-2018,78.64,Male,0 years,All,All
S12000010,2016-2018,5.78,Male,85-89 years,All,All
S16000114,2016-2018,10.82,Male,75-79 years,All,All
S16000114,2016-2018,25.96,Male,55-59 years,All,All
S16000114,2016-2018,14.13,Male,70-74 years,All,All
S16000114,2016-2018,17.82,Male,65-69 years,All,All
S12000010,2016-2018,31.23,Male,50-54 years,All,All
S12000010,2016-2018,40.46,Male,40-44 years,All,All
S12000010,2016-2018,26.79,Male,55-59 years,All,All
S12000014,2016-2018,76.38,Male,1-4 years,All,All
S12000014,2016-2018,57.71,Male,20-24 years,All,All
S12000014,2016-2018,72.47,Male,5-9 years,All,All
S12000011,2016-2018,36.86,Male,45-49 years,All,All
S12000014,2016-2018,62.51,Male,15-19 years,All,All
S12000010,2016-2018,4,Male,90 years,All,All
S12000014,2016-2018,48.13,Male,30-34 years,All,All
S12000014,2016-2018,67.49,Male,10-14 years,All,All
S12000014,2016-2018,77.1,Male,0 years,All,All
S12000014,2016-2018,43.4,Male,35-39 years,All,All
S12000010,2016-2018,8.22,Male,80-84 years,All,All
S12000010,2016-2018,22.39,Male,60-64 years,All,All
S12000011,2016-2018,32.21,Male,50-54 years,All,All
S12000011,2016-2018,41.6,Male,40-44 years,All,All
S12000014,2016-2018,52.85,Male,25-29 years,All,All
S16000114,2016-2018,39.47,Male,40-44 years,All,All
S16000114,2016-2018,58.12,Male,20-24 years,All,All
S16000114,2016-2018,53.27,Male,25-29 years,All,All
S16000114,2016-2018,43.95,Male,35-39 years,All,All
S16000114,2016-2018,62.96,Male,15-19 years,All,All
S16000114,2016-2018,77.74,Male,0 years,All,All
S16000114,2016-2018,67.96,Male,10-14 years,All,All
S16000114,2016-2018,72.9,Male,5-9 years,All,All
S16000114,2016-2018,5.58,Male,85-89 years,All,All
S16000114,2016-2018,3.99,Male,90 years,All,All
S16000114,2016-2018,30.26,Male,50-54 years,All,All
S16000114,2016-2018,48.55,Male,30-34 years,All,All
S16000114,2016-2018,34.74,Male,45-49 years,All,All
S16000114,2016-2018,21.86,Male,60-64 years,All,All
S16000114,2016-2018,8.09,Male,80-84 years,All,All
S16000114,2016-2018,76.9,Male,1-4 years,All,All
S12000011,2016-2018,51.26,Male,30-34 years,All,All
S12000008,2016-2018,33.53,Male,45-49 years,All,All
S12000011,2016-2018,70.78,Male,10-14 years,All,All
S12000011,2016-2018,46.51,Male,35-39 years,All,All
S12000008,2016-2018,5.38,Male,85-89 years,All,All
S12000008,2016-2018,16.65,Male,65-69 years,All,All
S12000008,2016-2018,4.03,Male,90 years,All,All
S12000008,2016-2018,7.37,Male,80-84 years,All,All
S12000011,2016-2018,60.85,Male,20-24 years,All,All
S12000011,2016-2018,23.37,Male,60-64 years,All,All
S12000011,2016-2018,8.72,Male,80-84 years,All,All
S12000011,2016-2018,65.85,Male,15-19 years,All,All
S12000011,2016-2018,19.25,Male,65-69 years,All,All
S12000011,2016-2018,56.02,Male,25-29 years,All,All
S12000011,2016-2018,27.75,Male,55-59 years,All,All
S12000008,2016-2018,42.37,Male,35-39 years,All,All
S12000008,2016-2018,47.09,Male,30-34 years,All,All
S12000008,2016-2018,25.04,Male,55-59 years,All,All
S12000008,2016-2018,20.77,Male,60-64 years,All,All
S12000008,2016-2018,13.14,Male,70-74 years,All,All
S12000008,2016-2018,10,Male,75-79 years,All,All
S12000008,2016-2018,37.93,Male,40-44 years,All,All
S12000008,2016-2018,29.31,Male,50-54 years,All,All
S12000011,2016-2018,79.74,Male,1-4 years,All,All
S12000011,2016-2018,75.74,Male,5-9 years,All,All
S12000010,2016-2018,59.25,Male,20-24 years,All,All
S12000010,2016-2018,49.71,Male,30-34 years,All,All
S12000008,2016-2018,51.67,Male,25-29 years,All,All
S12000008,2016-2018,61.31,Male,15-19 years,All,All
S12000011,2016-2018,80.68,Male,0 years,All,All
S12000008,2016-2018,71.31,Male,5-9 years,All,All
S12000010,2016-2018,64.18,Male,15-19 years,All,All
S12000010,2016-2018,69.14,Male,10-14 years,All,All
S12000010,2016-2018,54.41,Male,25-29 years,All,All
S12000010,2016-2018,74.07,Male,5-9 years,All,All
S12000008,2016-2018,76.01,Male,0 years,All,All
S12000045,2016-2018,4.08,Male,90 years,All,All
S12000045,2016-2018,15.26,Male,70-74 years,All,All
S12000045,2016-2018,11.71,Male,75-79 years,All,All
S12000011,2016-2018,11.79,Male,75-79 years,All,All
S12000011,2016-2018,15.3,Male,70-74 years,All,All
S12000011,2016-2018,4.68,Male,90 years,All,All
S12000011,2016-2018,6.31,Male,85-89 years,All,All
S12000008,2016-2018,75.2,Male,1-4 years,All,All
S12000045,2016-2018,8.83,Male,80-84 years,All,All
S12000008,2016-2018,66.31,Male,10-14 years,All,All
S12000008,2016-2018,56.4,Male,20-24 years,All,All
S12000045,2016-2018,19.23,Male,65-69 years,All,All
S12000045,2016-2018,23.51,Male,60-64 years,All,All
S12000045,2016-2018,6.19,Male,85-89 years,All,All
S16000119,2016-2018,15.17,Male,65-69 years,All,All
S16000119,2016-2018,57.8,Male,15-19 years,All,All
S16000119,2016-2018,52.92,Male,20-24 years,All,All
S16000119,2016-2018,62.72,Male,10-14 years,All,All
S16000118,2016-2018,8.47,Male,75-79 years,All,All
S16000119,2016-2018,43.58,Male,30-34 years,All,All
S16000119,2016-2018,22.56,Male,55-59 years,All,All
S16000118,2016-2018,11.54,Male,70-74 years,All,All
S16000115,2016-2018,44.83,Male,30-34 years,All,All
S16000115,2016-2018,73.31,Male,1-4 years,All,All
S16000115,2016-2018,35.56,Male,40-44 years,All,All
S16000115,2016-2018,27.27,Male,50-54 years,All,All
S16000119,2016-2018,67.67,Male,5-9 years,All,All
S16000112,2016-2018,8.41,Male,80-84 years,All,All
S16000115,2016-2018,74.26,Male,0 years,All,All
S16000119,2016-2018,71.63,Male,1-4 years,All,All
S16000113,2016-2018,47.42,Male,30-34 years,All,All
S16000113,2016-2018,52,Male,25-29 years,All,All
S16000113,2016-2018,33.72,Male,45-49 years,All,All
S16000113,2016-2018,29.48,Male,50-54 years,All,All
S16000113,2016-2018,61.57,Male,15-19 years,All,All
S16000113,2016-2018,38.1,Male,40-44 years,All,All
S16000113,2016-2018,42.81,Male,35-39 years,All,All
S16000113,2016-2018,76.07,Male,0 years,All,All
S16000119,2016-2018,71.95,Male,0 years,All,All
S16000119,2016-2018,26.42,Male,50-54 years,All,All
S16000119,2016-2018,48.25,Male,25-29 years,All,All
S16000119,2016-2018,38.91,Male,35-39 years,All,All
S16000119,2016-2018,34.43,Male,40-44 years,All,All
S16000119,2016-2018,30.27,Male,45-49 years,All,All
S16000119,2016-2018,18.73,Male,60-64 years,All,All
S16000112,2016-2018,48.9,Male,30-34 years,All,All
S16000112,2016-2018,44.06,Male,35-39 years,All,All
S16000111,2016-2018,11.04,Male,75-79 years,All,All
S16000111,2016-2018,14.66,Male,70-74 years,All,All
S16000112,2016-2018,10.98,Male,75-79 years,All,All
S16000111,2016-2018,5.41,Male,85-89 years,All,All
S16000112,2016-2018,14.15,Male,70-74 years,All,All
S16000112,2016-2018,17.87,Male,65-69 years,All,All
S16000112,2016-2018,73.43,Male,5-9 years,All,All
S16000111,2016-2018,26.87,Male,55-59 years,All,All
S16000112,2016-2018,77.32,Male,1-4 years,All,All
S16000112,2016-2018,78.2,Male,0 years,All,All
S16000111,2016-2018,18.58,Male,65-69 years,All,All
S16000111,2016-2018,31.32,Male,50-54 years,All,All
S16000111,2016-2018,22.57,Male,60-64 years,All,All
S16000115,2016-2018,7.28,Male,80-84 years,All,All
S16000115,2016-2018,12.06,Male,70-74 years,All,All
S16000115,2016-2018,4.66,Male,90 years,All,All
S16000115,2016-2018,19.24,Male,60-64 years,All,All
S16000115,2016-2018,23.25,Male,55-59 years,All,All
S16000115,2016-2018,31.13,Male,45-49 years,All,All
S16000115,2016-2018,15.54,Male,65-69 years,All,All
S16000115,2016-2018,40.21,Male,35-39 years,All,All
S16000112,2016-2018,53.78,Male,25-29 years,All,All
S16000112,2016-2018,39.34,Male,40-44 years,All,All
S16000111,2016-2018,7.96,Male,80-84 years,All,All
S16000111,2016-2018,3.58,Male,90 years,All,All
S16000115,2016-2018,5.69,Male,85-89 years,All,All
S16000115,2016-2018,9.27,Male,75-79 years,All,All
S16000112,2016-2018,34.88,Male,45-49 years,All,All
S16000113,2016-2018,5.75,Male,85-89 years,All,All
S16000113,2016-2018,66.57,Male,10-14 years,All,All
S16000113,2016-2018,7.73,Male,80-84 years,All,All
S16000113,2016-2018,56.84,Male,20-24 years,All,All
S16000113,2016-2018,17.11,Male,65-69 years,All,All
S16000113,2016-2018,20.9,Male,60-64 years,All,All
S16000113,2016-2018,25.04,Male,55-59 years,All,All
S16000113,2016-2018,10.44,Male,75-79 years,All,All
S16000113,2016-2018,13.64,Male,70-74 years,All,All
S16000113,2016-2018,71.57,Male,5-9 years,All,All
S16000113,2016-2018,75.52,Male,1-4 years,All,All
S16000112,2016-2018,5.38,Male,90 years,All,All
S16000113,2016-2018,3.92,Male,90 years,All,All
S16000112,2016-2018,6.48,Male,85-89 years,All,All
S16000105,2016-2018,7.82,Male,80-84 years,All,All
